ISO 8601 UTC,Timestamp (UTC-05:00),Value,Approval Level,Grade,Qualifiers
2018-05-04T05:45:00Z,5/4/2018 0:45,5.33,Approved,50,
2018-05-04T06:00:00Z,5/4/2018 1:00,5.33,Approved,50,
2018-05-04T06:15:00Z,5/4/2018 1:15,5.32,Approved,50,
2018-05-04T06:30:00Z,5/4/2018 1:30,5.32,Approved,50,
2018-05-04T06:45:00Z,5/4/2018 1:45,5.31,Approved,50,
2018-05-04T07:00:00Z,5/4/2018 2:00,5.3,Approved,50,
2018-05-04T07:15:00Z,5/4/2018 2:15,5.3,Approved,50,
2018-05-04T07:30:00Z,5/4/2018 2:30,5.29,Approved,50,
2018-05-04T07:45:00Z,5/4/2018 2:45,5.28,Approved,50,
2018-05-04T08:00:00Z,5/4/2018 3:00,5.28,Approved,50,
2018-05-04T08:15:00Z,5/4/2018 3:15,5.27,Approved,50,
2018-05-04T08:30:00Z,5/4/2018 3:30,5.26,Approved,50,
2018-05-04T08:45:00Z,5/4/2018 3:45,5.26,Approved,50,
2018-05-04T09:00:00Z,5/4/2018 4:00,5.25,Approved,50,
2018-05-04T09:15:00Z,5/4/2018 4:15,5.24,Approved,50,
2018-05-04T09:30:00Z,5/4/2018 4:30,5.24,Approved,50,
2018-05-04T09:45:00Z,5/4/2018 4:45,5.23,Approved,50,
2018-05-04T10:00:00Z,5/4/2018 5:00,5.22,Approved,50,
2018-05-04T10:15:00Z,5/4/2018 5:15,5.22,Approved,50,
2018-05-04T10:30:00Z,5/4/2018 5:30,5.21,Approved,50,
2018-05-04T10:45:00Z,5/4/2018 5:45,5.2,Approved,50,
2018-05-04T11:00:00Z,5/4/2018 6:00,5.2,Approved,50,
2018-05-04T11:15:00Z,5/4/2018 6:15,5.19,Approved,50,
2018-05-04T11:30:00Z,5/4/2018 6:30,5.18,Approved,50,
2018-05-04T11:45:00Z,5/4/2018 6:45,5.18,Approved,50,
2018-05-04T12:00:00Z,5/4/2018 7:00,5.17,Approved,50,
2018-05-04T12:15:00Z,5/4/2018 7:15,5.16,Approved,50,
2018-05-04T12:30:00Z,5/4/2018 7:30,5.15,Approved,50,
2018-05-04T12:45:00Z,5/4/2018 7:45,5.15,Approved,50,
2018-05-04T13:00:00Z,5/4/2018 8:00,5.14,Approved,50,
2018-05-04T13:15:00Z,5/4/2018 8:15,5.13,Approved,50,
2018-05-04T13:30:00Z,5/4/2018 8:30,5.13,Approved,50,
2018-05-04T13:45:00Z,5/4/2018 8:45,5.12,Approved,50,
2018-05-04T14:00:00Z,5/4/2018 9:00,5.12,Approved,50,
2018-05-04T14:15:00Z,5/4/2018 9:15,5.11,Approved,50,
2018-05-04T14:30:00Z,5/4/2018 9:30,5.11,Approved,50,
2018-05-04T14:45:00Z,5/4/2018 9:45,5.1,Approved,50,
2018-05-04T15:00:00Z,5/4/2018 10:00,5.09,Approved,50,
2018-05-04T15:15:00Z,5/4/2018 10:15,5.09,Approved,50,
2018-05-04T15:30:00Z,5/4/2018 10:30,5.08,Approved,50,
2018-05-04T15:45:00Z,5/4/2018 10:45,5.08,Approved,50,
2018-05-04T16:00:00Z,5/4/2018 11:00,5.07,Approved,50,
2018-05-04T16:15:00Z,5/4/2018 11:15,5.07,Approved,50,
2018-05-04T16:30:00Z,5/4/2018 11:30,5.06,Approved,50,
2018-05-04T16:45:00Z,5/4/2018 11:45,5.06,Approved,50,
2018-05-04T17:00:00Z,5/4/2018 12:00,5.05,Approved,50,
2018-05-04T17:15:00Z,5/4/2018 12:15,5.05,Approved,50,
2018-05-04T17:30:00Z,5/4/2018 12:30,5.04,Approved,50,
2018-05-04T17:45:00Z,5/4/2018 12:45,5.04,Approved,50,
2018-05-04T18:00:00Z,5/4/2018 13:00,5.03,Approved,50,
2018-05-04T18:15:00Z,5/4/2018 13:15,5.03,Approved,50,
2018-05-04T18:30:00Z,5/4/2018 13:30,5.03,Approved,50,
2018-05-04T18:45:00Z,5/4/2018 13:45,5.02,Approved,50,
2018-05-04T19:00:00Z,5/4/2018 14:00,5.02,Approved,50,
2018-05-04T19:15:00Z,5/4/2018 14:15,5.02,Approved,50,
2018-05-04T19:30:00Z,5/4/2018 14:30,5.01,Approved,50,
2018-05-04T19:45:00Z,5/4/2018 14:45,5.01,Approved,50,
2018-05-04T20:00:00Z,5/4/2018 15:00,5,Approved,50,
2018-05-04T20:15:00Z,5/4/2018 15:15,5,Approved,50,
2018-05-04T20:30:00Z,5/4/2018 15:30,5,Approved,50,
2018-05-04T20:45:00Z,5/4/2018 15:45,4.99,Approved,50,
2018-05-04T21:00:00Z,5/4/2018 16:00,4.99,Approved,50,
2018-05-04T21:15:00Z,5/4/2018 16:15,4.99,Approved,50,
2018-05-04T21:30:00Z,5/4/2018 16:30,4.98,Approved,50,
2018-05-04T21:45:00Z,5/4/2018 16:45,4.98,Approved,50,
2018-05-04T22:00:00Z,5/4/2018 17:00,4.98,Approved,50,
2018-05-04T22:15:00Z,5/4/2018 17:15,4.97,Approved,50,
2018-05-04T22:30:00Z,5/4/2018 17:30,4.97,Approved,50,
2018-05-04T22:45:00Z,5/4/2018 17:45,4.97,Approved,50,
2018-05-04T23:00:00Z,5/4/2018 18:00,4.96,Approved,50,
2018-05-04T23:15:00Z,5/4/2018 18:15,4.96,Approved,50,
2018-05-04T23:30:00Z,5/4/2018 18:30,4.96,Approved,50,
2018-05-04T23:45:00Z,5/4/2018 18:45,4.95,Approved,50,
2018-05-05T00:00:00Z,5/4/2018 19:00,4.95,Approved,50,
2018-05-05T00:15:00Z,5/4/2018 19:15,4.95,Approved,50,
2018-05-05T00:30:00Z,5/4/2018 19:30,4.95,Approved,50,
2018-05-05T00:45:00Z,5/4/2018 19:45,4.94,Approved,50,
2018-05-05T01:00:00Z,5/4/2018 20:00,4.94,Approved,50,
2018-05-05T01:15:00Z,5/4/2018 20:15,4.94,Approved,50,
