DateTime,0
2018-10-12 13:21:10+00:00,35.52
2018-10-12 15:01:02+00:00,
2018-10-12 17:54:48+00:00,38.23
2018-10-12 19:17:04+00:00,38.52
2018-10-12 21:12:23+00:00,38.48
2018-10-13 12:02:16+00:00,27.42
2018-10-13 13:22:32+00:00,25.51
