datetime,h,Q_rated,Q_computed
7/28/2015 14:00,26.52,434000,433015.5603
7/28/2015 15:00,26.49,434000,429911.7656
7/28/2015 16:00,26.51,434000,433806.6146
7/28/2015 17:00,26.5,434000,431840.3261
7/28/2015 18:00,26.53,434000,434132.8484
7/28/2015 19:00,26.52,434000,432191.1002
7/28/2015 20:00,26.53,434000,433102.4084
7/28/2015 21:00,26.53,434000,432709.4277
7/28/2015 22:00,26.52,434000,431950.0694
7/28/2015 23:00,26.55,435000,434440.1254
7/29/2015 0:00,26.54,435000,432531.5903
7/29/2015 1:00,26.54,435000,432757.2786
7/29/2015 2:00,26.56,435000,434899.4708
7/29/2015 3:00,26.55,435000,427827.6127
7/29/2015 4:00,26.59,436000,435346.7731
7/29/2015 5:00,26.58,435000,433144.5442
7/29/2015 6:00,26.59,436000,434012.9977
7/29/2015 7:00,26.6,436000,434312.3314
7/29/2015 8:00,26.61,436000,439093.2463
7/29/2015 9:00,26.6,436000,429150.9332
7/29/2015 10:00,26.62,436000,435045.3415
7/29/2015 11:00,26.62,436000,434102.4254
7/29/2015 12:00,26.67,436000,437831.6903
7/29/2015 13:00,26.65,436000,433057.6327
7/29/2015 14:00,26.63,435000,432807.1998
7/29/2015 15:00,26.63,435000,433868.1953
7/29/2015 16:00,26.66,436000,436662.9542
7/29/2015 17:00,26.64,435000,432706.7753
7/29/2015 18:00,26.63,435000,433300.7716
7/29/2015 19:00,26.61,434000,432561.1913
7/29/2015 20:00,26.64,435000,435611.6796
7/29/2015 21:00,26.59,434000,430540.0835
7/29/2015 22:00,26.6,434000,433725.6497
7/29/2015 23:00,26.6,434000,433715.2266
7/30/2015 0:00,26.59,433000,433011.517
7/30/2015 1:00,26.59,433000,433442.7624
7/30/2015 2:00,26.6,433000,434216.0462
7/30/2015 3:00,26.6,433000,433798.1902
7/30/2015 4:00,26.6,433000,433727.4996
7/30/2015 5:00,26.58,433000,432318.1901
7/30/2015 6:00,26.58,432000,433181.0501
7/30/2015 7:00,26.59,432000,434019.1615
7/30/2015 8:00,26.59,432000,433613.2217
7/30/2015 9:00,26.6,432000,434244.8304
7/30/2015 10:00,26.57,432000,431709.231
7/30/2015 11:00,26.61,432000,436169.6493
7/30/2015 12:00,26.62,432000,434839.7334
7/30/2015 13:00,26.6,432000,431946.0148
7/30/2015 14:00,26.62,432000,435515.1609
7/30/2015 15:00,26.62,432000,434181.8792
7/30/2015 16:00,26.59,431000,431311.9992
7/30/2015 17:00,26.6,431000,433856.1067
7/30/2015 18:00,26.58,431000,432340.0282
7/30/2015 19:00,26.55,430000,430540.3979
7/30/2015 20:00,26.54,430000,431870.7751
7/30/2015 21:00,26.52,430000,431257.2346
7/30/2015 22:00,26.48,429000,428977.7494
7/30/2015 23:00,26.48,429000,431408.055
7/31/2015 0:00,26.47,429000,431118.4888
7/31/2015 1:00,26.42,428000,427680.753
7/31/2015 2:00,26.43,428000,431133.0455
7/31/2015 3:00,26.39,427000,427901.0645
7/31/2015 4:00,26.4,428000,435398.6066
7/31/2015 5:00,26.37,427000,428823.0074
7/31/2015 6:00,26.35,427000,428639.6876
7/31/2015 7:00,26.31,426000,426440.548
7/31/2015 8:00,26.29,426000,427491.0128
7/31/2015 9:00,26.28,425000,423339.7309
7/31/2015 10:00,26.25,425000,425955.9781
7/31/2015 11:00,26.2,424000,424121.531
7/31/2015 12:00,26.21,424000,427822.4975
7/31/2015 13:00,26.17,423000,424657.0661
7/31/2015 14:00,26.15,423000,425529.4555
7/31/2015 15:00,26.07,422000,420229.0195
7/31/2015 16:00,26.05,421000,423587.8732
7/31/2015 17:00,26.02,421000,423179.5451
7/31/2015 18:00,26,420000,422641.8395
7/31/2015 19:00,25.97,420000,422420.5308
7/31/2015 20:00,25.88,418000,416835.1187
7/31/2015 21:00,25.9,418000,423394.4099
7/31/2015 22:00,25.85,417000,419531.7794
7/31/2015 23:00,25.81,417000,419416.0225
8/1/2015 0:00,25.81,417000,421573.9456
8/1/2015 1:00,25.78,416000,419343.1542
8/1/2015 2:00,25.76,416000,419885.7088
8/1/2015 3:00,25.71,415000,417175.5169
8/1/2015 4:00,25.65,414000,415455.2353
8/1/2015 5:00,25.65,414000,418980.3777
8/1/2015 6:00,25.62,413000,416986.8184
8/1/2015 7:00,25.6,413000,417565.9515
8/1/2015 8:00,25.55,412000,414870.4564
8/1/2015 9:00,25.51,411000,414483.3363
8/1/2015 10:00,25.48,411000,414595.3942
8/1/2015 11:00,25.42,410000,412361.9617
8/1/2015 12:00,25.39,409000,413737.6776
8/1/2015 13:00,25.36,408000,413010.5912
8/1/2015 14:00,25.32,408000,411961.9585
8/1/2015 15:00,25.34,408000,416575.5075
8/1/2015 16:00,25.3,407000,412281.6966
8/1/2015 17:00,25.26,407000,411110.889
8/1/2015 18:00,25.21,406000,409815.2566
8/1/2015 19:00,25.21,406000,412849.6582
8/1/2015 20:00,25.18,405000,411324.841
8/1/2015 21:00,25.17,405000,411999.5692
8/1/2015 22:00,25.13,404000,409467.4431
8/1/2015 23:00,25.1,404000,409744.0846
8/2/2015 0:00,25.09,403000,410720.0946
8/2/2015 1:00,25.05,403000,408242.8266
8/2/2015 2:00,25.03,403000,409204.4321
8/2/2015 3:00,24.98,402000,406619.5235
8/2/2015 4:00,25,402000,410760.6575
8/2/2015 5:00,24.98,402000,409045.1624
8/2/2015 6:00,24.95,401000,407273.4272
8/2/2015 7:00,24.96,401000,409893.0122
8/2/2015 8:00,24.93,401000,407778.5708
8/2/2015 9:00,24.91,400000,407675.8032
8/2/2015 10:00,24.87,400000,405559.7732
8/2/2015 11:00,24.86,399000,407249.9223
8/2/2015 12:00,24.83,399000,405527.3174
8/2/2015 13:00,24.79,398000,404782.1616
8/2/2015 14:00,24.77,398000,404747.8166
8/2/2015 15:00,24.72,397000,403256.9579
8/2/2015 16:00,24.66,396000,401210.4445
8/2/2015 17:00,24.63,395000,402071.9377
8/2/2015 18:00,24.57,394000,399994.7616
8/2/2015 19:00,24.47,392000,396238.3897
8/2/2015 20:00,24.41,391000,397027.2997
8/2/2015 21:00,24.33,390000,395113.1119
8/2/2015 22:00,24.29,389000,396433.7918
8/2/2015 23:00,24.25,389000,396677.1962
8/3/2015 0:00,24.23,388000,396811.0362
8/3/2015 1:00,24.2,388000,396693.4138
8/3/2015 2:00,24.14,387000,393845.7758
8/3/2015 3:00,24.11,386000,395064.1106
8/3/2015 4:00,24.08,386000,394854.9178
8/3/2015 5:00,24.03,385000,392651.5382
8/3/2015 6:00,23.97,384000,391059.3511
8/3/2015 7:00,23.95,383000,393144.9446
8/3/2015 8:00,23.87,382000,388840.8169
8/3/2015 9:00,23.81,381000,388455.0606
8/3/2015 10:00,23.76,380000,388331.8057
8/3/2015 11:00,23.78,380000,393420.1744
8/3/2015 12:00,23.75,380000,389988.1528
8/3/2015 13:00,23.73,379000,390280.8369
8/3/2015 14:00,23.71,379000,390058.1498
8/3/2015 15:00,23.66,378000,387349.9365
8/3/2015 16:00,23.61,377000,386329.0061
8/3/2015 17:00,23.59,377000,387979.7489
8/3/2015 18:00,23.56,376000,387323.6549
8/3/2015 19:00,23.53,376000,386305.2092
8/3/2015 20:00,23.46,375000,383705.9347
8/3/2015 21:00,23.44,374000,384946.063
8/3/2015 22:00,23.39,373000,383690.0675
8/3/2015 23:00,23.36,373000,383615.5193
8/4/2015 0:00,23.34,373000,384454.3704
8/4/2015 1:00,23.28,372000,381307.6412
8/4/2015 2:00,23.24,371000,381791.823
8/4/2015 3:00,23.21,370000,381486.6514
8/4/2015 4:00,23.18,370000,381637.5038
8/4/2015 5:00,23.15,369000,381254.5469
8/4/2015 6:00,23.11,369000,379693.5004
8/4/2015 7:00,23.07,368000,379442.5343
8/4/2015 8:00,23.04,368000,379018.4968
8/4/2015 9:00,23.01,367000,379146.8204
8/4/2015 10:00,22.94,366000,375771.4087
8/4/2015 11:00,22.94,366000,379308.1114
8/4/2015 12:00,22.89,365000,376249.2763
8/4/2015 13:00,22.85,364000,376236.2428
8/4/2015 14:00,22.79,363000,374013.0859
8/4/2015 15:00,22.73,362000,372950.7778
8/4/2015 16:00,22.69,361000,373764.8567
8/4/2015 17:00,22.58,360000,367989.0605
8/4/2015 18:00,22.52,359000,369482.8107
8/4/2015 19:00,22.48,358000,370712.068
8/4/2015 20:00,22.42,357000,368701.5408
8/4/2015 21:00,22.36,356000,367686.8207
8/4/2015 22:00,22.32,355000,368504.2454
8/4/2015 23:00,22.29,355000,368263.3922
8/5/2015 0:00,22.23,354000,366485.0071
8/5/2015 1:00,22.19,353000,366257.4581
8/5/2015 2:00,22.15,352000,366222.9837
8/5/2015 3:00,22.12,352000,365845.3346
8/5/2015 4:00,22.11,352000,367242.8239
8/5/2015 5:00,22.06,351000,364790.6981
8/5/2015 6:00,22.07,351000,367526.4464
8/5/2015 7:00,21.99,350000,362023.9928
8/5/2015 8:00,21.96,349000,363255.4973
8/5/2015 9:00,21.9,348000,361354.6122
8/5/2015 10:00,21.87,348000,362642.9748
8/5/2015 11:00,21.82,347000,360799.781
8/5/2015 12:00,21.82,347000,363497.0303
8/5/2015 13:00,21.77,346000,360774.6046
8/5/2015 14:00,21.7,345000,358040.3612
8/5/2015 15:00,21.64,344000,357409.7973
8/5/2015 16:00,21.59,343000,357243.0691
8/5/2015 17:00,21.51,342000,354795.2601
8/5/2015 18:00,21.46,341000,355719.5211
8/5/2015 19:00,21.42,340000,355430.9421
8/5/2015 20:00,21.36,339000,354117.7806
8/5/2015 21:00,21.41,340000,359962.1086
8/5/2015 22:00,21.44,341000,360771.2041
8/5/2015 23:00,21.48,341000,361361.7098
8/6/2015 0:00,21.57,343000,365364.1366
8/6/2015 1:00,21.55,343000,359988.3241
8/6/2015 2:00,21.54,342000,359488.6592
8/6/2015 3:00,21.57,343000,361758.5069
8/6/2015 4:00,21.61,343000,363531.352
8/6/2015 5:00,21.62,344000,361988.9208
8/6/2015 6:00,21.61,343000,360623.4448
8/6/2015 7:00,21.6,343000,360275.7838
8/6/2015 8:00,21.6,343000,360711.7466
8/6/2015 9:00,21.58,343000,358924.4227
8/6/2015 10:00,21.57,343000,359710.5623
8/6/2015 11:00,21.53,342000,357822.9776
8/6/2015 12:00,21.51,342000,357640.5814
8/6/2015 13:00,21.41,340000,352655.9648
8/6/2015 14:00,21.32,339000,351282.5016
8/6/2015 15:00,21.29,338000,354133.5396
8/6/2015 16:00,21.22,337000,351331.5495
8/6/2015 17:00,21.13,336000,348819.712
8/6/2015 18:00,21.07,335000,349220.5389
8/6/2015 19:00,21,333000,348137.7404
8/6/2015 20:00,20.91,332000,345898.3515
8/6/2015 21:00,20.84,331000,345725.6183
8/6/2015 22:00,20.72,329000,341362.6033
8/6/2015 23:00,20.62,327000,340561.0151
8/7/2015 0:00,20.55,326000,341658.5699
8/7/2015 1:00,20.48,325000,340544.857
8/7/2015 2:00,20.4,324000,339563.8536
8/7/2015 3:00,20.31,323000,337431.758
8/7/2015 4:00,20.25,322000,338433.6654
8/7/2015 5:00,20.18,320000,336829.279
8/7/2015 6:00,20.12,319000,336452.5755
8/7/2015 7:00,20.05,318000,334538.4659
8/7/2015 8:00,19.99,317000,334953.3122
8/7/2015 9:00,19.95,317000,336194.2269
8/7/2015 10:00,19.85,315000,331395.7505
8/7/2015 11:00,19.84,315000,336475.8068
8/7/2015 12:00,19.76,314000,332110.3071
8/7/2015 13:00,19.65,312000,328306.2321
8/7/2015 14:00,19.56,310000,327748.9934
8/7/2015 15:00,19.48,309000,328021.6143
8/7/2015 16:00,19.38,307000,326106.099
8/7/2015 17:00,19.28,306000,324205.3132
8/7/2015 18:00,19.17,304000,322411.0671
8/7/2015 19:00,19.06,302000,321069.7281
8/7/2015 20:00,18.96,301000,319643.4306
8/7/2015 21:00,18.86,299000,319322.3994
8/7/2015 22:00,18.78,298000,320058.294
8/7/2015 23:00,18.66,296000,316574.5337
8/8/2015 0:00,18.59,295000,318726.0875
8/8/2015 1:00,18.51,293000,317267.7161
8/8/2015 2:00,18.46,293000,318461.3256
8/8/2015 3:00,18.43,292000,319242.925
8/8/2015 4:00,18.35,291000,316263.2946
8/8/2015 5:00,18.33,291000,318198.3311
8/8/2015 6:00,18.29,290000,317374.3831
8/8/2015 7:00,18.29,290000,319558.6099
8/8/2015 8:00,18.32,290000,322039.808
8/8/2015 9:00,18.3,290000,319398.2681
8/8/2015 10:00,18.31,290000,320474.9387
8/8/2015 11:00,18.3,290000,319610.0303
8/8/2015 12:00,18.27,290000,317768.7431
8/8/2015 13:00,18.27,290000,319377.2041
8/8/2015 14:00,18.23,289000,316931.2997
8/8/2015 15:00,18.05,286000,307552.2297
8/8/2015 16:00,17.8,282000,298956.439
8/8/2015 17:00,17.58,279000,297291.2791
8/8/2015 18:00,17.39,276000,296966.5422
8/8/2015 19:00,17.26,274000,298435.6084
8/8/2015 20:00,17.2,273000,301741.9888
8/8/2015 21:00,17.12,272000,300508.7573
8/8/2015 22:00,17.1,272000,303199.0504
8/8/2015 23:00,17.05,271000,301335.3794
8/9/2015 0:00,17.01,270000,301095.7701
8/9/2015 1:00,16.97,270000,301044.1311
8/9/2015 2:00,16.91,269000,299095.9584
8/9/2015 3:00,16.87,268000,299279.2674
8/9/2015 4:00,16.8,267000,297273.1605
8/9/2015 5:00,16.76,266000,298247.2717
8/9/2015 6:00,16.69,265000,295919.3828
8/9/2015 7:00,16.65,265000,296473.2143
8/9/2015 8:00,16.59,264000,295416.437
8/9/2015 9:00,16.52,263000,293673.1367
8/9/2015 10:00,16.48,262000,294321.3347
8/9/2015 11:00,16.46,262000,295515.7837
8/9/2015 12:00,16.47,262000,297117.6177
8/9/2015 13:00,16.43,262000,294709.4854
8/9/2015 14:00,16.37,261000,292431.2876
8/9/2015 15:00,16.36,261000,294578.7611
8/9/2015 16:00,16.32,260000,292772.4557
8/9/2015 17:00,16.32,260000,294687.1922
8/9/2015 18:00,16.26,259000,291333.4149
8/9/2015 19:00,16.24,259000,292751.4816
8/9/2015 20:00,16.18,258000,290510.9786
8/9/2015 21:00,16.27,259000,297949.9938
8/9/2015 22:00,16.36,261000,300032.6607
8/9/2015 23:00,16.41,261000,298892.1255
8/10/2015 0:00,16.39,261000,295479.5791
8/10/2015 1:00,16.31,260000,291067.4079
8/10/2015 2:00,16.25,259000,290661.306
8/10/2015 3:00,16.19,258000,290309.5609
8/10/2015 4:00,16.16,258000,290826.3412
8/10/2015 5:00,16.06,256000,286841.3989
8/10/2015 6:00,16.06,256000,291012.1016
8/10/2015 7:00,15.99,255000,287475.3
8/10/2015 8:00,15.97,255000,289284.6801
8/10/2015 9:00,15.92,254000,287675.0179
8/10/2015 10:00,15.93,254000,290134.1152
8/10/2015 11:00,15.95,255000,291166.0367
8/10/2015 12:00,15.92,254000,288830.8841
8/10/2015 13:00,15.86,253000,286156.3067
8/10/2015 14:00,15.83,253000,287113.4904
8/10/2015 15:00,15.76,252000,284401.0166
8/10/2015 16:00,15.69,251000,283269.42
8/10/2015 17:00,15.62,250000,282381.774
8/10/2015 18:00,15.54,249000,281284.1452
8/10/2015 19:00,15.44,247000,278429.1624
8/10/2015 20:00,15.37,246000,279348.1703
8/10/2015 21:00,15.29,245000,277851.2075
8/10/2015 22:00,15.23,244000,277879.1916
8/10/2015 23:00,15.16,243000,276755.3736
8/11/2015 0:00,15.09,242000,276170.2634
8/11/2015 1:00,15.05,242000,276582.7196
8/11/2015 2:00,14.95,240000,273065.5423
8/11/2015 3:00,14.92,240000,275572.7684
8/11/2015 4:00,14.92,240000,277209.6243
8/11/2015 5:00,14.89,239000,275484.8581
8/11/2015 6:00,14.9,239000,279269.7656
8/11/2015 7:00,14.91,240000,278056.0659
8/11/2015 8:00,14.89,239000,275926.8943
8/11/2015 9:00,14.86,239000,275408.3168
8/11/2015 10:00,14.85,239000,276058.5802
8/11/2015 11:00,14.87,239000,277626.6313
8/11/2015 12:00,14.89,239000,278091.7067
8/11/2015 13:00,14.91,240000,278846.0182
8/11/2015 14:00,14.92,240000,278112.9935
8/11/2015 15:00,14.98,241000,280751.2903
8/11/2015 16:00,15,241000,280186.9399
8/11/2015 17:00,15.02,241000,279783.6545
8/11/2015 18:00,15.04,241000,279956.4984
8/11/2015 19:00,15.08,242000,281582.7825
8/11/2015 20:00,15.1,242000,280824.1196
8/11/2015 21:00,15.13,243000,281472.0063
8/11/2015 22:00,15.16,243000,281914.9895
8/11/2015 23:00,15.14,243000,279658.737
8/12/2015 0:00,15.17,243000,282117.8954
8/12/2015 1:00,15.19,244000,281851.2078
8/12/2015 2:00,15.19,244000,280976.2183
8/12/2015 3:00,15.2,244000,281377.2016
8/12/2015 4:00,15.2,244000,281018.5012
8/12/2015 5:00,15.19,244000,280431.5813
8/12/2015 6:00,15.17,243000,279688.9679
8/12/2015 7:00,15.16,243000,277966.1884
8/12/2015 8:00,15.2,244000,282588.4173
8/12/2015 9:00,15.2,244000,281199.505
8/12/2015 10:00,15.24,244000,283125.2081
8/12/2015 11:00,15.26,245000,283276.1303
8/12/2015 12:00,15.32,245000,285095.9789
8/12/2015 13:00,15.34,246000,283937.286
8/12/2015 14:00,15.39,246000,285891.7998
8/12/2015 15:00,15.45,247000,287192.7405
8/12/2015 16:00,15.47,248000,285576.518
8/12/2015 17:00,15.53,248000,287705.0234
8/12/2015 18:00,15.6,249000,289523.9633
8/12/2015 19:00,15.65,250000,289484.928
8/12/2015 20:00,15.68,251000,288608.1807
8/12/2015 21:00,15.72,251000,289684.42
8/12/2015 22:00,15.78,252000,290969.0952
8/12/2015 23:00,15.79,252000,289177.8462
8/13/2015 0:00,15.89,254000,294103.8591
8/13/2015 1:00,15.93,254000,292790.1081
8/13/2015 2:00,15.97,255000,292645.7854
8/13/2015 3:00,16.06,256000,296045.0577
8/13/2015 4:00,16.1,257000,294905.3869
8/13/2015 5:00,16.15,257000,295321.5406
8/13/2015 6:00,16.2,258000,296283.3939
8/13/2015 7:00,16.26,259000,297158.986
8/13/2015 8:00,16.3,260000,297255.0652
8/13/2015 9:00,16.37,261000,299223.2964
8/13/2015 10:00,16.41,261000,298346.829
8/13/2015 11:00,16.52,263000,303070.1867
8/13/2015 12:00,16.69,265000,308043.033
8/13/2015 13:00,16.82,267000,308549.9978
8/13/2015 14:00,16.98,270000,311598.001
8/13/2015 15:00,17.11,272000,312235.5404
8/13/2015 16:00,17.21,273000,311796.3314
8/13/2015 17:00,17.3,275000,312310.2117
8/13/2015 18:00,17.4,276000,314285.1321
8/13/2015 19:00,17.45,277000,312217.4879
8/13/2015 20:00,17.5,278000,312844.2625
8/13/2015 21:00,17.56,279000,313986.1132
8/13/2015 22:00,17.57,279000,311683.389
8/13/2015 23:00,17.61,279000,313494.995
8/14/2015 0:00,17.58,279000,309433.0042
8/14/2015 1:00,17.6,279000,311791.0936
8/14/2015 2:00,17.59,279000,310695.6227
8/14/2015 3:00,17.62,280000,313069.1888
8/14/2015 4:00,17.64,280000,312740.3688
8/14/2015 5:00,17.64,280000,311801.0941
8/14/2015 6:00,17.66,280000,312786.4176
8/14/2015 7:00,17.68,280000,313708.1494
8/14/2015 8:00,17.68,280000,312332.7748
8/14/2015 9:00,17.67,280000,309007.8355
8/14/2015 10:00,17.68,280000,314609.4292
8/14/2015 11:00,17.7,281000,313608.8865
8/14/2015 12:00,17.7,281000,312565.1504
8/14/2015 13:00,17.68,280000,311259.2797
8/14/2015 14:00,17.67,280000,308838.9253
8/14/2015 15:00,17.69,281000,313227.8576
8/14/2015 16:00,17.7,281000,312952.3142
8/14/2015 17:00,17.65,280000,309251.5397
8/14/2015 18:00,17.65,280000,311379.4924
8/14/2015 19:00,17.59,279000,307939.6784
8/14/2015 20:00,17.54,278000,307691.0137
8/14/2015 21:00,17.47,277000,305577.0762
8/14/2015 22:00,17.43,277000,306182.8769
8/14/2015 23:00,17.38,276000,305347.5356
8/15/2015 0:00,17.31,275000,303592.7834
8/15/2015 1:00,17.22,273000,301434.0889
8/15/2015 2:00,17.16,273000,301836.2093
8/15/2015 3:00,17.04,271000,297850.5061
8/15/2015 4:00,16.97,270000,298771.4237
8/15/2015 5:00,16.87,268000,296082.2419
8/15/2015 6:00,16.81,267000,297665.2111
8/15/2015 7:00,16.73,266000,295331.7953
8/15/2015 8:00,16.62,264000,292936.9791
8/15/2015 9:00,16.58,264000,295287.6727
8/15/2015 10:00,16.47,262000,291369.4357
8/15/2015 11:00,16.39,261000,291267.3854
8/15/2015 12:00,16.29,260000,289294.3063
8/15/2015 13:00,16.21,258000,289042.441
8/15/2015 14:00,16.13,257000,288166.8599
8/15/2015 15:00,16,255000,284382.7622
8/15/2015 16:00,15.9,254000,283707.9645
8/15/2015 17:00,15.82,253000,284429.5957
8/15/2015 18:00,15.72,251000,282209.8909
8/15/2015 19:00,15.58,249000,278229.4212
8/15/2015 20:00,15.44,247000,276198.6329
8/15/2015 21:00,15.31,245000,275384.9765
8/15/2015 22:00,15.16,243000,272427.8903
8/15/2015 23:00,15.06,242000,273574.0783
